issue,title,url,independent,category,status,evidence,comment_count,current_capability,rationale,needed,demonstrated_modelsan_detection
4088,"Are ""CircularWaveNumber"" and ""CircularWavenumber"" really two different quantities?",https://github.com/modelica/ModelicaStandardLibrary/issues/4088,True,UNIT,Partial dimensional capability,Issue/discussion capability assessment; no execution verdict,5,DimensionSan can flag known incompatible additive/relational units; this row has no demonstrated hit.,"CircularWaveNumber spelling/quantity identity requires metadata consistency checks, not a runtime sanitizer.","F7: unit propagation through bindings, calls, powers and quantity/conversion metadata.",False
4089,Faulty parameter propagation in IntersectivePWM,https://github.com/modelica/ModelicaStandardLibrary/issues/4089,True,SHAPE,Shape analysis needed,Issue/discussion capability assessment; no execution verdict,1,"DimensionSan checks SI units, not array dimensions. No interprocedural extent/bounds detector.","IntersectivePWM combines hardcoded phase count, faulty parameter propagation and startTime/f units; test nondefault m, frequency and start time separately.","F2: shape contracts, reduced/full representations and runtime bounds provenance.",False
4092,Establish BaseClasses in MultiBody,https://github.com/modelica/ModelicaStandardLibrary/issues/4092,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,0,No detection claim: requested behavior/API must first be specified.,MultiBody BaseClasses organization is API/refactoring work.,"API design, compatibility and targeted regression tests.",False
4097,Unit error in Modelica.Clocked.Examples.Systems.Utilities.ComponentsThrottleControl.IntakeManifold,https://github.com/modelica/ModelicaStandardLibrary/issues/4097,True,UNIT,Partial dimensional capability,Issue/discussion capability assessment; no execution verdict,13,DimensionSan can flag known incompatible additive/relational units; this row has no demonstrated hit.,IntakeManifold empirical polynomial needs coefficient units and a matching published correlation; current power/call inference is incomplete.,"F7: unit propagation through bindings, calls, powers and quantity/conversion metadata.",False
4110,"Quantity name ""Relative magnetization"" doesn't follow upper camel case convention",https://github.com/modelica/ModelicaStandardLibrary/issues/4110,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,1,None for the requested editorial/graphical change.,Relative magnetization quantity spelling is naming-policy validation.,"Documentation, diagram, link and source-style validation.",False
4123,Spherical Harmonics integration,https://github.com/modelica/ModelicaStandardLibrary/issues/4123,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,0,No detection claim: requested behavior/API must first be specified.,Spherical harmonics integration extends mathematical/visualization capability.,"API design, compatibility and targeted regression tests.",False
4125,Heating System example broken,https://github.com/modelica/ModelicaStandardLibrary/issues/4125,True,UNRESOLVED,Not established,Issue/discussion capability assessment; no execution verdict,1,No defensible defect/detectability verdict from the current evidence; do not count as clean or missed.,HeatingSystem failure differs between tools in the discussion; a Rumoca/OpenModelica failure alone cannot establish an MSL defect.,Resolve the stated contract/version/reproducer uncertainty; then choose an oracle.,False
4153, Modelica.Fluid.Machines.SweptVolume lacks support,https://github.com/modelica/ModelicaStandardLibrary/issues/4153,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,1,No detection claim: requested behavior/API must first be specified.,SweptVolume support-flange enhancement overlaps #3883; do not count these as independent demonstrated physical bugs.,"API design, compatibility and targeted regression tests.",False
4159,M_OLine example PR deleted by mistake!,https://github.com/modelica/ModelicaStandardLibrary/issues/4159,True,EXTERNAL,External/platform scope,Issue/discussion capability assessment; no execution verdict,2,"Modelica numerical sanitizers do not validate platform, file, C ABI or FMI protocols.","A deleted example PR is repository/workflow recovery, not a numerical model defect.","F9: platform CI, C/ABI/resource instrumentation, file and FMI contract tests.",False
4162,"IEEE citation style necessitates the use of American punctuation rules, e.g., UsersGuide.Conventions.UsersGuide.References",https://github.com/modelica/ModelicaStandardLibrary/issues/4162,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,9,None for the requested editorial/graphical change.,Citation punctuation requires documentation style checks.,"Documentation, diagram, link and source-style validation.",False
4166,The Modelica Standard Library User's Guide should promote the consistent use of a style guide for writing documentation,https://github.com/modelica/ModelicaStandardLibrary/issues/4166,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,2,None for the requested editorial/graphical change.,Promoting a documentation style guide is editorial policy.,"Documentation, diagram, link and source-style validation.",False
4168,Rename unit with historical meaning of debye,https://github.com/modelica/ModelicaStandardLibrary/issues/4168,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,3,None for the requested editorial/graphical change.,"debye name policy is quantity naming and compatibility, not a numerical domain error.","Documentation, diagram, link and source-style validation.",False
4170,Problems with zero flow through Modelica.Fluid.Fittings.GenericResistances.VolumeFlowRate,https://github.com/modelica/ModelicaStandardLibrary/issues/4170,True,NUMERIC,Possible symptom coverage only,Issue/discussion capability assessment; no execution verdict,0,Domain/Numeric/Solver/AssertSan may observe a reached failure; no executed issue-specific hit is established here.,"Near-zero flow cost requires progress budgets, equation/Jacobian scaling and profiling; timeout is a symptom, not a root-cause oracle.","F6: scaled residual/rank/conditioning, progress budgets and high-precision error oracles.",False
4173,Connection error in Modelica.Electrical.Digital.Examples.Utilities.JKFF,https://github.com/modelica/ModelicaStandardLibrary/issues/4173,True,EVENT,Temporal oracle needed,Issue/discussion capability assessment; no execution verdict,0,"EventSan/ZenoSan measure event activity; they do not specify phase, sample delay, polarity or transition priority.",JKFF q/qn connection allegation needs a truth-table/temporal assertion; a connected graph cannot infer intended Boolean polarity.,F3/F4: supported event/clock execution plus state-machine and sample-history contracts.,False
4182,Pure functions calling impure functions ,https://github.com/modelica/ModelicaStandardLibrary/issues/4182,True,FRONTEND,Source/compiler analysis needed,Issue/discussion capability assessment; no execution verdict,4,Flattened numerical sanitizers do not implement these language/binding/effect checks.,Umbrella purity audit requires transitive effects including external calls; overlaps #3655/#3855/#3856/#3857.,"F2/F3: source-aware binding, definite assignment, effects, local balance and compiler support.",False
4185,Over-zealous null-pointer guards in ModelicaStandardTables_CombiTimeTable_init (etc),https://github.com/modelica/ModelicaStandardLibrary/issues/4185,True,EXTERNAL,External/platform scope,Issue/discussion capability assessment; no execution verdict,4,"Modelica numerical sanitizers do not validate platform, file, C ABI or FMI protocols.",Table constructor null-pointer guards are C API contract/ABI checks; no generic Modelica numeric rule covers optional pointers.,"F9: platform CI, C/ABI/resource instrumentation, file and FMI contract tests.",False
4186,Class name as text in Diagram in Electrical.Analog,https://github.com/modelica/ModelicaStandardLibrary/issues/4186,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,2,None for the requested editorial/graphical change.,Diagram class-name text needs graphical annotation checks.,"Documentation, diagram, link and source-style validation.",False
4190,Revisit initialization?,https://github.com/modelica/ModelicaStandardLibrary/issues/4190,True,REFERENCE,Test/reference validation needed,Issue/discussion capability assessment; no execution verdict,0,"DifferentialSan can compare traces, but a disagreement is not proof and current alignment is inadequate.","Requests realistic initialization tests with the specified start-value selection procedure, rather than fixed=true everywhere.","F5: reference metadata, meaningful signals, event alignment and mixed tolerances.",False
4193,Inconsistent use of `tol` in `ModelicaTest.MultiBody.Forces.Damper`,https://github.com/modelica/ModelicaStandardLibrary/issues/4193,True,UNIT,Partial dimensional capability,Issue/discussion capability assessment; no execution verdict,4,DimensionSan can flag known incompatible additive/relational units; this row has no demonstrated hit.,One tolerance is used for position and speed; need unit inference and specification-aware constant/literal rules.,"F7: unit propagation through bindings, calls, powers and quantity/conversion metadata.",False
4207,Why Evaluate for T_start and h_start in Modelica.Fluid.Interfaces.PartialDistributedVolume?,https://github.com/modelica/ModelicaStandardLibrary/issues/4207,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,0,No detection claim: requested behavior/API must first be specified.,Evaluate annotations for start parameters are a compilation/API policy question; not intrinsically a failed initialization.,"API design, compatibility and targeted regression tests.",False
4242,Add initial excitation current on ElectricalExcited Synchronous machines main dialog,https://github.com/modelica/ModelicaStandardLibrary/issues/4242,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,2,No detection claim: requested behavior/API must first be specified.,Initial excitation-current dialog access is usability/API work; detecting a bad initial trajectory does not implement that request.,"API design, compatibility and targeted regression tests.",False
4244,Result Compare fail caused by atan2 in Modelica Standard Library,https://github.com/modelica/ModelicaStandardLibrary/issues/4244,True,REFERENCE,Test/reference validation needed,Issue/discussion capability assessment; no execution verdict,8,"DifferentialSan can compare traces, but a disagreement is not proof and current alignment is inadequate.","atan2 branch cuts require angle-equivalent comparison, not scalar pointwise differences near plus/minus pi.","F5: reference metadata, meaningful signals, event alignment and mixed tolerances.",False
4317,MSL v4.1.0-beta.1 feedback: Unused fluid controller utilities connector fails pedantic check,https://github.com/modelica/ModelicaStandardLibrary/issues/4317,True,FRONTEND,Source/compiler analysis needed,Issue/discussion capability assessment; no execution verdict,0,Flattened numerical sanitizers do not implement these language/binding/effect checks.,Unused connector fails a pedantic local-balance rule; flattened global matching is not source local-balance checking.,"F2/F3: source-aware binding, definite assignment, effects, local balance and compiler support.",False
4325,ContinuousClock is not suitable for testing derivatives in ModelicaTest.Tables,https://github.com/modelica/ModelicaStandardLibrary/issues/4325,True,REFERENCE,Test/reference validation needed,Issue/discussion capability assessment; no execution verdict,3,"DifferentialSan can compare traces, but a disagreement is not proof and current alignment is inadequate.",A clock with zero second derivative cannot test the alleged derivative path; add nontrivial excitation and derivative oracles.,"F5: reference metadata, meaningful signals, event alignment and mixed tolerances.",False
4329,MSL v4.1.0-beta.1 feedback: Example name inconsistency,https://github.com/modelica/ModelicaStandardLibrary/issues/4329,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,4,None for the requested editorial/graphical change.,Example naming inconsistency requires naming/style validation.,"Documentation, diagram, link and source-style validation.",False
4352,Material properties,https://github.com/modelica/ModelicaStandardLibrary/issues/4352,True,CONTRACT,Semantic oracle needed,Issue/discussion capability assessment; no execution verdict,0,Finite plausible wrong results generally pass numeric/domain checks; generic physical checks do not encode this contract.,Magnetic material properties need provenance and a matching datasheet/reference curve; valid finite numbers can still be wrong material data.,"F4/F8: API metamorphic, analytic, thermodynamic or component-specific physical contracts.",False
4364,Better StopTime for Modelica.Electrical.Analog.Examples.DifferenceAmplifier,https://github.com/modelica/ModelicaStandardLibrary/issues/4364,True,REFERENCE,Test/reference validation needed,Issue/discussion capability assessment; no execution verdict,0,"DifferentialSan can compare traces, but a disagreement is not proof and current alignment is inadequate.","DifferenceAmplifier stop time misses signal decay; check test horizon and observable coverage, not just whether simulation succeeds.","F5: reference metadata, meaningful signals, event alignment and mixed tolerances.",False
4365,Documented experiment settings don't match actual for ThreePhaseTransformerWithRectifier,https://github.com/modelica/ModelicaStandardLibrary/issues/4365,True,REFERENCE,Test/reference validation needed,Issue/discussion capability assessment; no execution verdict,0,"DifferentialSan can compare traces, but a disagreement is not proof and current alignment is inadequate.",Documented experiment settings differ from annotations; compare source/test metadata rather than numerical trajectories alone.,"F5: reference metadata, meaningful signals, event alignment and mixed tolerances.",False
4368,"Incorrect units, confusing style, and probably more in Modelica.Media.Air.ReferenceMoistAir",https://github.com/modelica/ModelicaStandardLibrary/issues/4368,True,UNIT,Partial dimensional capability,Issue/discussion capability assessment; no execution verdict,0,DimensionSan can flag known incompatible additive/relational units; this row has no demonstrated hit.,ReferenceMoistAir unit/style concerns need interprocedural dimension and declaration coverage; style findings are separate from physics defects.,"F7: unit propagation through bindings, calls, powers and quantity/conversion metadata.",False
4369,Units for gamma in Modelica.Electrical.Spice3.Internal.Mos.mos2CalcCalcTempDependenciesRevised,https://github.com/modelica/ModelicaStandardLibrary/issues/4369,True,UNIT,Partial dimensional capability,Issue/discussion capability assessment; no execution verdict,5,DimensionSan can flag known incompatible additive/relational units; this row has no demonstrated hit.,Spice gamma units require fractional dimensional exponents and function propagation beyond the current checker.,"F7: unit propagation through bindings, calls, powers and quantity/conversion metadata.",False
4370,Modelica.Fluid.Vessels.ClosedVolume roots,https://github.com/modelica/ModelicaStandardLibrary/issues/4370,True,CONTRACT,Semantic oracle needed,Issue/discussion capability assessment; no execution verdict,1,Finite plausible wrong results generally pass numeric/domain checks; generic physical checks do not encode this contract.,"ClosedVolume vesselArea formula allegedly misses pi; test geometry/scale identities, since finite positive area passes basic safety checks.","F4/F8: API metamorphic, analytic, thermodynamic or component-specific physical contracts.",False
4376,Broken link to https://modelica.org/projects,https://github.com/modelica/ModelicaStandardLibrary/issues/4376,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,0,None for the requested editorial/graphical change.,Broken modelica.org link requires link checking.,"Documentation, diagram, link and source-style validation.",False
4386,Wrong usage of quantities in Modelica.Electrical.Analog.Interfaces.IdealSemiconductor,https://github.com/modelica/ModelicaStandardLibrary/issues/4386,True,UNRESOLVED,Not established,Issue/discussion capability assessment; no execution verdict,3,No defensible defect/detectability verdict from the current evidence; do not count as clean or missed.,IdealSemiconductor quantity/literal semantics are disputed; avoid treating a context-dependent dimension warning as a confirmed defect.,Resolve the stated contract/version/reproducer uncertainty; then choose an oracle.,False
4394,"Clarify documentation of {CombiTimeTable, CombiTable1Ds, CombiTable1Dv}.smoothness",https://github.com/modelica/ModelicaStandardLibrary/issues/4394,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,0,None for the requested editorial/graphical change.,Table smoothness descriptions need interpolation-contract documentation and matching examples.,"Documentation, diagram, link and source-style validation.",False
4399,Improving assert messages,https://github.com/modelica/ModelicaStandardLibrary/issues/4399,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,0,None for the requested editorial/graphical change.,Assertion-message improvement is diagnostic clarity; AssertSan can report a failure but cannot supply missing explanation.,"Documentation, diagram, link and source-style validation.",False
4400,FundamentalWavePermabilitySensor is misspelled,https://github.com/modelica/ModelicaStandardLibrary/issues/4400,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,2,None for the requested editorial/graphical change.,Permability misspelling needs naming/conversion checks.,"Documentation, diagram, link and source-style validation.",False
4401,SteadyState for Modelica.Blocks.Continuous.PI,https://github.com/modelica/ModelicaStandardLibrary/issues/4401,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,0,None for the requested editorial/graphical change.,PI y_start dialog enablement is inconsistent with steady-state mode; GUI dependency validation is the relevant check.,"Documentation, diagram, link and source-style validation.",False
4409,Catastrophic cancellation in PadeDelay1,https://github.com/modelica/ModelicaStandardLibrary/issues/4409,True,NUMERIC,Possible symptom coverage only,Issue/discussion capability assessment; no execution verdict,2,Domain/Numeric/Solver/AssertSan may observe a reached failure; no executed issue-specific hit is established here.,PadeDelay cancellation needs high-precision or analytically bounded error comparison; cancellation without demonstrated material error is not a bug verdict.,"F6: scaled residual/rank/conditioning, progress budgets and high-precision error oracles.",False
4410,Unrealistic expectation on size of err_u,https://github.com/modelica/ModelicaStandardLibrary/issues/4410,True,REFERENCE,Test/reference validation needed,Issue/discussion capability assessment; no execution verdict,0,"DifferentialSan can compare traces, but a disagreement is not proof and current alignment is inadequate.",An err_u threshold may be unrealistically small; calibrate numerical tolerance and reference accuracy.,"F5: reference metadata, meaningful signals, event alignment and mixed tolerances.",False
4421,Improvements to the CSV compare tool for zero reference signals,https://github.com/modelica/ModelicaStandardLibrary/issues/4421,True,REFERENCE,Test/reference validation needed,Issue/discussion capability assessment; no execution verdict,12,"DifferentialSan can compare traces, but a disagreement is not proof and current alignment is inadequate.",CSV comparison of zero reference signals needs mixed absolute/relative tolerances; exact or purely relative checks are unreliable.,"F5: reference metadata, meaningful signals, event alignment and mixed tolerances.",False
4431,Modelica.Magnetic.FluxTubes examples - comment from #4418,https://github.com/modelica/ModelicaStandardLibrary/issues/4431,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,3,None for the requested editorial/graphical change.,FluxTubes example comments from #4418 need contextual documentation review.,"Documentation, diagram, link and source-style validation.",False
4432,AbsoluteAngles sensor is not flexible enough,https://github.com/modelica/ModelicaStandardLibrary/issues/4432,True,CONTRACT,Semantic oracle needed,Issue/discussion capability assessment; no execution verdict,6,Finite plausible wrong results generally pass numeric/domain checks; generic physical checks do not encode this contract.,Euler-angle jumps can describe a continuous orientation; compare rotations modulo representation and define desired angle-continuity behavior.,"F4/F8: API metamorphic, analytic, thermodynamic or component-specific physical contracts.",False
4436,Modelica.Fluid.Sensors.BaseClasses.PartialFlowSensor should have simplified equations if allowFlowReversal = false,https://github.com/modelica/ModelicaStandardLibrary/issues/4436,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,0,No detection claim: requested behavior/API must first be specified.,Simpler equations with flow reversal disabled are an optimization; validate equivalent supported behavior.,"API design, compatibility and targeted regression tests.",False
4439,Modelica.Blocks.Math.Add block's units,https://github.com/modelica/ModelicaStandardLibrary/issues/4439,True,UNIT,Partial dimensional capability,Issue/discussion capability assessment; no execution verdict,5,DimensionSan can flag known incompatible additive/relational units; this row has no demonstrated hit.,Add gain units involve weighted-sum API semantics and inference; missing unit annotations are not automatically mismatches.,"F7: unit propagation through bindings, calls, powers and quantity/conversion metadata.",False
4451,Modelica.Blocks.Discrete.UnitDelay does not delay input,https://github.com/modelica/ModelicaStandardLibrary/issues/4451,True,EVENT,Temporal oracle needed,Issue-derived OMC witness; ModelSan path blocked; no detection credit,2,Executed probe blocked before relevant ModelSan observation; unrelated static warnings are not hits.,OMC confirms pre(u) samples the current continuous input rather than one sample earlier; ModelSan execution is blocked. See focused-results.md.,F3/F4: supported event/clock execution plus state-machine and sample-history contracts.,False
4456,Including MPC blocks to Modelica Standard Library,https://github.com/modelica/ModelicaStandardLibrary/issues/4456,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,0,No detection claim: requested behavior/API must first be specified.,MPC blocks are a new control-library capability.,"API design, compatibility and targeted regression tests.",False
4457,Initial values for polyphase inductor currents etc.,https://github.com/modelica/ModelicaStandardLibrary/issues/4457,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,40,No detection claim: requested behavior/API must first be specified.,"Polyphase-current initialization choices need API and initial-condition conventions, not blanket failure classification.","API design, compatibility and targeted regression tests.",False
4459,Quantization may output more levels than the number of bits allows,https://github.com/modelica/ModelicaStandardLibrary/issues/4459,True,CONTRACT,Semantic oracle needed,Issue-derived OMC witness; ModelSan path blocked; no detection credit,2,Executed probe blocked before relevant ModelSan observation; unrelated static warnings are not hits.,OMC yields five distinct levels with bits=2; ModelSan instrumentation/backend is blocked. A level-cardinality/end-point oracle is missing.,"F4/F8: API metamorphic, analytic, thermodynamic or component-specific physical contracts.",False
4467,[Enhancement] Queue primitives,https://github.com/modelica/ModelicaStandardLibrary/issues/4467,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,0,No detection claim: requested behavior/API must first be specified.,Queue primitives are a requested data-structure/API feature.,"API design, compatibility and targeted regression tests.",False
4468,Incorrect HTML of Testrun report breaks automation again,https://github.com/modelica/ModelicaStandardLibrary/issues/4468,True,EXTERNAL,External/platform scope,Issue/discussion capability assessment; no execution verdict,0,"Modelica numerical sanitizers do not validate platform, file, C ABI or FMI protocols.",Malformed test-report HTML breaks automation; use report schema/markup validation rather than model sanitizers.,"F9: platform CI, C/ABI/resource instrumentation, file and FMI contract tests.",False
4471,Modelica.Electrical.Analog.Examples.Resistor is not very simple,https://github.com/modelica/ModelicaStandardLibrary/issues/4471,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,9,None for the requested editorial/graphical change.,Resistor example complexity is a teaching/example-design concern.,"Documentation, diagram, link and source-style validation.",False
4474,Lack of documentation for use of sample()-operator in discrete-time systems,https://github.com/modelica/ModelicaStandardLibrary/issues/4474,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,0,None for the requested editorial/graphical change.,Missing sample() operator documentation; distinguish synchronous-clock overloads from discrete event sample semantics.,"Documentation, diagram, link and source-style validation.",False
4476,Provide functions in ModelicaUtilities.h to external objects implemented as shared libraries,https://github.com/modelica/ModelicaStandardLibrary/issues/4476,True,EXTERNAL,External/platform scope,Issue/discussion capability assessment; no execution verdict,44,"Modelica numerical sanitizers do not validate platform, file, C ABI or FMI protocols.",Shared external objects need ModelicaUtilities symbol/API visibility and linking tests.,"F9: platform CI, C/ABI/resource instrumentation, file and FMI contract tests.",False
4477,Chaotic behavior: Modelica.Electrical.Analog.Examples.ChuaCircuit,https://github.com/modelica/ModelicaStandardLibrary/issues/4477,True,REFERENCE,Test/reference validation needed,Issue/discussion capability assessment; no execution verdict,6,"DifferentialSan can compare traces, but a disagreement is not proof and current alignment is inadequate.",ChuaCircuit is chaotic; use limited horizons and physical/statistical invariants instead of long-run exact trace matching.,"F5: reference metadata, meaningful signals, event alignment and mixed tolerances.",False
4482,Be more explicit in assert of VariableLimiter,https://github.com/modelica/ModelicaStandardLibrary/issues/4482,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,0,None for the requested editorial/graphical change.,"VariableLimiter assertion-message clarity is diagnostic quality, not a new arithmetic-domain detection capability.","Documentation, diagram, link and source-style validation.",False
4494,replaceable data records,https://github.com/modelica/ModelicaStandardLibrary/issues/4494,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,6,No detection claim: requested behavior/API must first be specified.,Replaceable data records require interface/modifier compatibility decisions.,"API design, compatibility and targeted regression tests.",False
4502,Add all relevant reference signals to ModelicaTest.Blocks.Mean ,https://github.com/modelica/ModelicaStandardLibrary/issues/4502,True,REFERENCE,Test/reference validation needed,Issue/discussion capability assessment; no execution verdict,0,"DifferentialSan can compare traces, but a disagreement is not proof and current alignment is inadequate.",Mean test compares only one of several relevant block outputs; improve signal coverage in the regression harness.,"F5: reference metadata, meaningful signals, event alignment and mixed tolerances.",False
4503,Modelica.Constants.Inf should be consistent with the Modelica Language Specification,https://github.com/modelica/ModelicaStandardLibrary/issues/4503,True,FRONTEND,Source/compiler analysis needed,Issue/discussion capability assessment; no execution verdict,6,Flattened numerical sanitizers do not implement these language/binding/effect checks.,Modelica.Constants.Inf versus language/tool semantics requires constant-definition and portability checks.,"F2/F3: source-aware binding, definite assignment, effects, local balance and compiler support.",False
4504,MSL-FMU initialization error ,https://github.com/modelica/ModelicaStandardLibrary/issues/4504,True,EXTERNAL,External/platform scope,Issue/discussion capability assessment; no execution verdict,0,"Modelica numerical sanitizers do not validate platform, file, C ABI or FMI protocols.",FMU initialization depends on exporter/importer lifecycle and coupling; test the FMI interface rather than attributing any failure to MSL.,"F9: platform CI, C/ABI/resource instrumentation, file and FMI contract tests.",False
4507,Drift in ModelicaTest.MultiBody.Joints.JointUSP2 with different interval setting,https://github.com/modelica/ModelicaStandardLibrary/issues/4507,True,REFERENCE,Test/reference validation needed,Issue/discussion capability assessment; no execution verdict,1,"DifferentialSan can compare traces, but a disagreement is not proof and current alignment is inadequate.","JointUSP2 drift changes with output intervals; assess integration/projection tolerance and invariant error, not raw reference identity.","F5: reference metadata, meaningful signals, event alignment and mixed tolerances.",False
4523,More robust tests,https://github.com/modelica/ModelicaStandardLibrary/issues/4523,True,REFERENCE,Test/reference validation needed,Issue/discussion capability assessment; no execution verdict,0,"DifferentialSan can compare traces, but a disagreement is not proof and current alignment is inadequate.",Assertion just after stop time reveals a test-horizon problem; reaching the intended check is a harness requirement.,"F5: reference metadata, meaningful signals, event alignment and mixed tolerances.",False
4525,Fix Modelica.Fluid.Pipes.BaseClasses.FlowModels.PartialGenericPipeFlow to avoid using the functions handling static head if the pipe is horizontal,https://github.com/modelica/ModelicaStandardLibrary/issues/4525,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,0,No detection claim: requested behavior/API must first be specified.,Horizontal-pipe static-head special case avoids unnecessary complex functions; verify equivalence and performance across the zero-height boundary.,"API design, compatibility and targeted regression tests.",False
4542,Update CO2 concentrations in Modelica.Fluid.Examples.TraceSubstances,https://github.com/modelica/ModelicaStandardLibrary/issues/4542,True,CONTRACT,Semantic oracle needed,Issue/discussion capability assessment; no execution verdict,0,Finite plausible wrong results generally pass numeric/domain checks; generic physical checks do not encode this contract.,Fresh-air CO2 concentration is outdated external data; require an authoritative scenario/date rather than infer incorrectness from finite range.,"F4/F8: API metamorphic, analytic, thermodynamic or component-specific physical contracts.",False
4556,Weird formulas in some spherical joints,https://github.com/modelica/ModelicaStandardLibrary/issues/4556,True,UNRESOLVED,Not established,Issue/discussion capability assessment; no execution verdict,0,No defensible defect/detectability verdict from the current evidence; do not count as clean or missed.,Spherical-joint formulas may be algebraically redundant or intentional; establish a failed geometric identity before declaring a defect.,Resolve the stated contract/version/reproducer uncertainty; then choose an oracle.,False
4571,Default parameters of power converter devices,https://github.com/modelica/ModelicaStandardLibrary/issues/4571,True,NUMERIC,Possible symptom coverage only,Issue/discussion capability assessment; no execution verdict,5,Domain/Numeric/Solver/AssertSan may observe a reached failure; no executed issue-specific hit is established here.,Power-converter defaults involve ideal-limit conditioning; compare solver robustness while preserving the intended physical approximation.,"F6: scaled residual/rank/conditioning, progress budgets and high-precision error oracles.",False
4573,Continuous angle for rectangular to polar,https://github.com/modelica/ModelicaStandardLibrary/issues/4573,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,0,No detection claim: requested behavior/API must first be specified.,Continuous rectangular-to-polar angle is an unwrap feature; atan2's branch cut is not itself an incorrect angle.,"API design, compatibility and targeted regression tests.",False
4585,"Add an a = b, b > 0 example for dp_volumeFlowRate pressure loss model",https://github.com/modelica/ModelicaStandardLibrary/issues/4585,True,REFERENCE,Test/reference validation needed,Issue/discussion capability assessment; no execution verdict,0,"DifferentialSan can compare traces, but a disagreement is not proof and current alignment is inadequate.","Add the a=b, b>0 pressure-loss regression witness; a requested regression test is distinct from a still-open demonstrated defect.","F5: reference metadata, meaningful signals, event alignment and mixed tolerances.",False
4594,MBS Multibody Instabilities,https://github.com/modelica/ModelicaStandardLibrary/issues/4594,True,UNRESOLVED,Not established,Issue/discussion capability assessment; no execution verdict,2,No defensible defect/detectability verdict from the current evidence; do not count as clean or missed.,Multibody instability needs a minimal supported reproducer; a report involving a custom library cannot be adjudicated from its title.,Resolve the stated contract/version/reproducer uncertainty; then choose an oracle.,False
4597,How to build  own physical property model based on Modelica's compressible fluid physical property library,https://github.com/modelica/ModelicaStandardLibrary/issues/4597,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,0,No detection claim: requested behavior/API must first be specified.,Custom fluid-property model guidance is modeling support; no concrete supported failing witness is established.,"API design, compatibility and targeted regression tests.",False
4607,"Check usage of Modelica.Constants.{eps, inf, small}",https://github.com/modelica/ModelicaStandardLibrary/issues/4607,True,NUMERIC,Possible symptom coverage only,Issue/discussion capability assessment; no execution verdict,5,Domain/Numeric/Solver/AssertSan may observe a reached failure; no executed issue-specific hit is established here.,"Machine eps/inf/small usage needs portable numerical contracts, scale analysis and actual-domain checks; usage alone is not a defect.","F6: scaled residual/rank/conditioning, progress budgets and high-precision error oracles.",False
4610,Initialization of Multibody models,https://github.com/modelica/ModelicaStandardLibrary/issues/4610,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,0,No detection claim: requested behavior/API must first be specified.,Multibody initialization usability/conventions require agreed API and state-selection semantics.,"API design, compatibility and targeted regression tests.",False
4632,Add units to EPSSIL and EPSSOX (and more),https://github.com/modelica/ModelicaStandardLibrary/issues/4632,True,UNIT,Partial dimensional capability,Issue/discussion capability assessment; no execution verdict,0,DimensionSan can flag known incompatible additive/relational units; this row has no demonstrated hit.,EPSSIL/EPSSOX missing units need declaration audit and dielectric-constant semantics before equation inference can help.,"F7: unit propagation through bindings, calls, powers and quantity/conversion metadata.",False
