id,verdict,group,tier,sanitizer_kind,model,target,declaration,original,report,omc_outcome,reason,proposed_action
FINDING-04963,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Thermal.FluidHeatFlow.Examples.PumpAndValve,medium.cp,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/BaseClasses/SinglePortLeft.mo:19,FINDING-pumpandvalve-medium-cp-divzero-9.md,unresolved/FINDING-04963.md,not-reproduced-by-omc,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `not-reproduced-by-omc`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-04964,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Thermal.FluidHeatFlow.Examples.PumpAndValve,medium.cp,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/BaseClasses/SinglePortLeft.mo:20,FINDING-pumpandvalve-medium-cp-divzero-10.md,unresolved/FINDING-04964.md,not-reproduced-by-omc,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `not-reproduced-by-omc`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-04965,false-positive,divisor-unreachable-under-witness,Candidate,divisor-unreachable-under-witness,Modelica.Thermal.FluidHeatFlow.Examples.PumpAndValve,speedRamp.duration,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Blocks/Sources.mo:253,FINDING-pumpandvalve-speedramp-duration-divunreach.md,false-positives/FINDING-04965.md,,The assignment that makes the denominator zero also makes the branch containing the division unreachable. The arithmetic witness is not an executable-path witness.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-04966,false-positive,divisor-unreachable-under-witness,Candidate,divisor-unreachable-under-witness,Modelica.Thermal.FluidHeatFlow.Examples.PumpAndValve,valveRamp.duration,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Blocks/Sources.mo:253,FINDING-pumpandvalve-valveramp-duration-divunreach.md,false-positives/FINDING-04966.md,,The assignment that makes the denominator zero also makes the branch containing the division unreachable. The arithmetic witness is not an executable-path witness.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-04967,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Thermal.FluidHeatFlow.Examples.PumpAndValve,pipe.V_flowNominal,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/BaseClasses/SimpleFriction.mo:29,FINDING-pumpandvalve-pipe-v-flownominal-divzero.md,unresolved/FINDING-04967.md,unresolved-trigger-failed-other,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `unresolved-trigger-failed-other`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-04968,candidate,fluid-medium-rho,Candidate,physical-bound-permits-zero,Modelica.Thermal.FluidHeatFlow.Examples.PumpDropOut,medium.rho,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/Media/Medium.mo:4,FINDING-pumpdropout-medium-rho-bound.md,candidate/FINDING-04968.md,witness-executes-cleanly,The Medium record gives rho no strictly-positive bound or assertion. FluidHeatFlow.BaseClasses.TwoPort evaluates V_flow=flowPort_a.m_flow/medium.rho. Therefore zero is admitted by the material record and makes the common consumer undefined. The report instances share this declaration-level defect; nominal models blocked in the current Rumoca runtime are not falsely described as independently simulated.,"Require and validate medium.rho>0 at the medium/TwoPort contract, and guard evaluation so an actionable material-domain error occurs before division. Prefer a reusable medium-property validation function or assertion; do not clamp a nonphysical zero to epsilon."
FINDING-04969,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Thermal.FluidHeatFlow.Examples.PumpDropOut,ambient1.medium.rho,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/Media/Medium.mo:4,FINDING-pumpdropout-ambient1-medium-rho-intent.md,advisory/FINDING-04969.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-04970,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Thermal.FluidHeatFlow.Examples.PumpDropOut,ambient1.flowPort.medium.rho,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/Media/Medium.mo:4,FINDING-pumpdropout-ambient1-flowport-medium-rho-intent.md,advisory/FINDING-04970.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-04971,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Thermal.FluidHeatFlow.Examples.PumpDropOut,pump.medium.rho,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/Media/Medium.mo:4,FINDING-pumpdropout-pump-medium-rho-intent.md,advisory/FINDING-04971.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-04972,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Thermal.FluidHeatFlow.Examples.PumpDropOut,pump.m,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/BaseClasses/TwoPort.mo:5,FINDING-pumpdropout-pump-m-zerolimit.md,false-positives/FINDING-04972.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-04973,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Thermal.FluidHeatFlow.Examples.PumpDropOut,pump.flowPort_a.medium.rho,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/Media/Medium.mo:4,FINDING-pumpdropout-pump-flowport-a-medium-rho-intent.md,advisory/FINDING-04973.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-04974,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Thermal.FluidHeatFlow.Examples.PumpDropOut,pump.flowPort_b.medium.rho,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/Media/Medium.mo:4,FINDING-pumpdropout-pump-flowport-b-medium-rho-intent.md,advisory/FINDING-04974.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-04975,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Thermal.FluidHeatFlow.Examples.PumpDropOut,pipe.medium.rho,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/Media/Medium.mo:4,FINDING-pumpdropout-pipe-medium-rho-intent.md,advisory/FINDING-04975.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-04976,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Thermal.FluidHeatFlow.Examples.PumpDropOut,pipe.m,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/BaseClasses/TwoPort.mo:5,FINDING-pumpdropout-pipe-m-zerolimit.md,false-positives/FINDING-04976.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-04977,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Thermal.FluidHeatFlow.Examples.PumpDropOut,pipe.flowPort_a.medium.rho,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/Media/Medium.mo:4,FINDING-pumpdropout-pipe-flowport-a-medium-rho-intent.md,advisory/FINDING-04977.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-04978,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Thermal.FluidHeatFlow.Examples.PumpDropOut,pipe.flowPort_b.medium.rho,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/Media/Medium.mo:4,FINDING-pumpdropout-pipe-flowport-b-medium-rho-intent.md,advisory/FINDING-04978.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-04979,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Thermal.FluidHeatFlow.Examples.PumpDropOut,ambient2.medium.rho,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/Media/Medium.mo:4,FINDING-pumpdropout-ambient2-medium-rho-intent.md,advisory/FINDING-04979.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-04980,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Thermal.FluidHeatFlow.Examples.PumpDropOut,ambient2.flowPort.medium.rho,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/Media/Medium.mo:4,FINDING-pumpdropout-ambient2-flowport-medium-rho-intent.md,advisory/FINDING-04980.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-04981,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Thermal.FluidHeatFlow.Examples.PumpDropOut,heatCapacitor.C,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/HeatTransfer/Components/HeatCapacitor.mo:3,FINDING-pumpdropout-heatcapacitor-c-zerolimit.md,false-positives/FINDING-04981.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-04982,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Thermal.FluidHeatFlow.Examples.PumpDropOut,medium.cp,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/BaseClasses/SinglePortLeft.mo:19,FINDING-pumpdropout-medium-cp-divzero.md,unresolved/FINDING-04982.md,not-reproduced-by-omc,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `not-reproduced-by-omc`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-04983,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Thermal.FluidHeatFlow.Examples.PumpDropOut,medium.cp,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/BaseClasses/SinglePortLeft.mo:20,FINDING-pumpdropout-medium-cp-divzero-2.md,unresolved/FINDING-04983.md,not-reproduced-by-omc,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `not-reproduced-by-omc`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-04984,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Thermal.FluidHeatFlow.Examples.PumpDropOut,medium.rho,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/BaseClasses/TwoPort.mo:34,FINDING-pumpdropout-medium-rho-divzero.md,unresolved/FINDING-04984.md,not-reproduced-by-omc,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `not-reproduced-by-omc`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-04985,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Thermal.FluidHeatFlow.Examples.PumpDropOut,medium.cp,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/BaseClasses/TwoPort.mo:35,FINDING-pumpdropout-medium-cp-divzero-3.md,unresolved/FINDING-04985.md,not-reproduced-by-omc,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `not-reproduced-by-omc`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-04986,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Thermal.FluidHeatFlow.Examples.PumpDropOut,medium.cp,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/BaseClasses/TwoPort.mo:36,FINDING-pumpdropout-medium-cp-divzero-4.md,unresolved/FINDING-04986.md,not-reproduced-by-omc,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `not-reproduced-by-omc`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-04987,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Thermal.FluidHeatFlow.Examples.PumpDropOut,medium.rho,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/BaseClasses/TwoPort.mo:34,FINDING-pumpdropout-medium-rho-divzero-2.md,unresolved/FINDING-04987.md,not-reproduced-by-omc,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `not-reproduced-by-omc`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-04988,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Thermal.FluidHeatFlow.Examples.PumpDropOut,medium.cp,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/BaseClasses/TwoPort.mo:35,FINDING-pumpdropout-medium-cp-divzero-5.md,unresolved/FINDING-04988.md,not-reproduced-by-omc,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `not-reproduced-by-omc`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-04989,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Thermal.FluidHeatFlow.Examples.PumpDropOut,medium.cp,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/BaseClasses/TwoPort.mo:36,FINDING-pumpdropout-medium-cp-divzero-6.md,unresolved/FINDING-04989.md,not-reproduced-by-omc,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `not-reproduced-by-omc`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-04990,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Thermal.FluidHeatFlow.Examples.PumpDropOut,medium.cp,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/BaseClasses/SinglePortLeft.mo:19,FINDING-pumpdropout-medium-cp-divzero-7.md,unresolved/FINDING-04990.md,not-reproduced-by-omc,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `not-reproduced-by-omc`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-04991,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Thermal.FluidHeatFlow.Examples.PumpDropOut,medium.cp,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/BaseClasses/SinglePortLeft.mo:20,FINDING-pumpdropout-medium-cp-divzero-8.md,unresolved/FINDING-04991.md,not-reproduced-by-omc,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `not-reproduced-by-omc`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-04992,false-positive,divisor-unreachable-under-witness,Candidate,divisor-unreachable-under-witness,Modelica.Thermal.FluidHeatFlow.Examples.PumpDropOut,volumeFlow.ramp1.duration,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Blocks/Sources.mo:253,FINDING-pumpdropout-volumeflow-ramp1-duration-divunreach.md,false-positives/FINDING-04992.md,,The assignment that makes the denominator zero also makes the branch containing the division unreachable. The arithmetic witness is not an executable-path witness.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-04993,false-positive,divisor-unreachable-under-witness,Candidate,divisor-unreachable-under-witness,Modelica.Thermal.FluidHeatFlow.Examples.PumpDropOut,volumeFlow.ramp2.duration,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Blocks/Sources.mo:253,FINDING-pumpdropout-volumeflow-ramp2-duration-divunreach.md,false-positives/FINDING-04993.md,,The assignment that makes the denominator zero also makes the branch containing the division unreachable. The arithmetic witness is not an executable-path witness.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-04994,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Thermal.FluidHeatFlow.Examples.PumpDropOut,pipe.V_flowNominal,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/BaseClasses/SimpleFriction.mo:29,FINDING-pumpdropout-pipe-v-flownominal-divzero.md,unresolved/FINDING-04994.md,unresolved-trigger-failed-other,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `unresolved-trigger-failed-other`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-04995,candidate,fluid-medium-rho,Candidate,physical-bound-permits-zero,Modelica.Thermal.FluidHeatFlow.Examples.SimpleCooling,medium.rho,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/Media/Medium.mo:4,FINDING-simplecooling-medium-rho-bound.md,candidate/FINDING-04995.md,witness-executes-cleanly,The Medium record gives rho no strictly-positive bound or assertion. FluidHeatFlow.BaseClasses.TwoPort evaluates V_flow=flowPort_a.m_flow/medium.rho. Therefore zero is admitted by the material record and makes the common consumer undefined. The report instances share this declaration-level defect; nominal models blocked in the current Rumoca runtime are not falsely described as independently simulated.,"Require and validate medium.rho>0 at the medium/TwoPort contract, and guard evaluation so an actionable material-domain error occurs before division. Prefer a reusable medium-property validation function or assertion; do not clamp a nonphysical zero to epsilon."
FINDING-04996,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Thermal.FluidHeatFlow.Examples.SimpleCooling,ambient1.medium.rho,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/Media/Medium.mo:4,FINDING-simplecooling-ambient1-medium-rho-intent.md,advisory/FINDING-04996.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-04997,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Thermal.FluidHeatFlow.Examples.SimpleCooling,ambient1.flowPort.medium.rho,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/Media/Medium.mo:4,FINDING-simplecooling-ambient1-flowport-medium-rho-intent.md,advisory/FINDING-04997.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-04998,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Thermal.FluidHeatFlow.Examples.SimpleCooling,pump.medium.rho,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/Media/Medium.mo:4,FINDING-simplecooling-pump-medium-rho-intent.md,advisory/FINDING-04998.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-04999,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Thermal.FluidHeatFlow.Examples.SimpleCooling,pump.m,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/BaseClasses/TwoPort.mo:5,FINDING-simplecooling-pump-m-zerolimit.md,false-positives/FINDING-04999.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-05000,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Thermal.FluidHeatFlow.Examples.SimpleCooling,pump.flowPort_a.medium.rho,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/Media/Medium.mo:4,FINDING-simplecooling-pump-flowport-a-medium-rho-intent.md,advisory/FINDING-05000.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-05001,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Thermal.FluidHeatFlow.Examples.SimpleCooling,pump.flowPort_b.medium.rho,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/Media/Medium.mo:4,FINDING-simplecooling-pump-flowport-b-medium-rho-intent.md,advisory/FINDING-05001.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-05002,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Thermal.FluidHeatFlow.Examples.SimpleCooling,pipe.medium.rho,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/Media/Medium.mo:4,FINDING-simplecooling-pipe-medium-rho-intent.md,advisory/FINDING-05002.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-05003,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Thermal.FluidHeatFlow.Examples.SimpleCooling,pipe.m,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/BaseClasses/TwoPort.mo:5,FINDING-simplecooling-pipe-m-zerolimit.md,false-positives/FINDING-05003.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-05004,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Thermal.FluidHeatFlow.Examples.SimpleCooling,pipe.flowPort_a.medium.rho,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/Media/Medium.mo:4,FINDING-simplecooling-pipe-flowport-a-medium-rho-intent.md,advisory/FINDING-05004.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
